id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
626060541833988004,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 2.5 baths,129287811,Gesa,,De Baarsjes - Oud-West,52.36882,4.87207,Entire home/apt,300,3,8,2023-08-28,0.44,1,5,3,0363 ABF0 AD38 EC35 E504
626080085155082749,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,98943589,Pim,,De Baarsjes - Oud-West,52.37006,4.87494,Entire home/apt,175,3,8,2023-09-30,0.45,1,0,6,0363 28A0 BF48 F892 4699
626467743927377062,Condo in Amsterdam · ★4.86 · 1 bedroom · 1 bed · 1 bath,3669063,Nathan,,Westerpark,52.389118,4.878851,Entire home/apt,130,3,7,2023-10-30,0.37,1,67,2,0363 6689 9825 4F6D E149
626467830068661414,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,84197966,Brechje,,De Baarsjes - Oud-West,52.36156,4.86471,Entire home/apt,350,2,4,2023-05-20,0.22,1,0,1,0363 7C60 51A9 9237 E292
626569183713845105,Townhouse in Amsterdam · ★5.0 · 3 bedrooms · 3 beds · 2 baths,19223862,Rosie,,De Baarsjes - Oud-West,52.369392,4.868725,Entire home/apt,300,6,3,2023-08-18,0.40,1,0,3,0363 4034 FD19 FC07 CE8F
626610547000369019,Condo in Amsterdam · Studio · 1 bed · 1 bath,366935526,Sofia,,De Baarsjes - Oud-West,52.36258,4.85586,Entire home/apt,210,4,1,2022-06-18,0.06,1,0,0,0363 ED62 683A 7E3E C6FA
626619648302767705,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,19221828,Ruben,,De Pijp - Rivierenbuurt,52.34502960217154,4.887159207182228,Private room,171,2,3,2023-11-18,1.02,1,0,3,0363 5160 6F84 FCB9 379F
627169686444873266,Condo in Amsterdam · ★5.0 · 2 bedrooms · 1 bed · 1.5 baths,17359905,Mark,,De Baarsjes - Oud-West,52.36365,4.85266,Entire home/apt,244,4,7,2022-09-26,0.38,1,6,0,0363 836F 6CB4 E54E EFC5
627279191126213084,Loft in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,459169257,Naomi,,De Pijp - Rivierenbuurt,52.355057,4.905584,Entire home/apt,215,3,12,2023-06-12,0.67,1,0,6,0363 B726 639D D076 491F
627286755565970242,Houseboat in Amsterdam · ★5.0 · 1 bedroom · 2 beds · 1 bath,2513287,Suzanne,,Watergraafsmeer,52.33243,4.90504,Entire home/apt,185,1,13,2023-11-26,0.75,1,78,6,0363C4C81C63980C3B9A
627476489305239298,Condo in Amsterdam · ★4.92 · 1 bedroom · 1 bed · 1 bath,187412264,Britt,,De Pijp - Rivierenbuurt,52.35504,4.90168,Entire home/apt,309,3,12,2023-09-18,0.65,1,32,4,0363 9EC0 FF3C ECCF 65B5
627519532626395402,Condo in Amsterdam · ★4.88 · 3 bedrooms · 3 beds · 1.5 baths,6909844,Annemarie,,Oostelijk Havengebied - Indische Buurt,52.36526,4.94509,Entire home/apt,255,2,8,2023-08-10,0.47,1,3,3,0363 AB09 FACE 4799 FD2C
627521518261665254,Townhouse in Amsterdam · ★4.75 · 2 bedrooms · 2 beds · 2 baths,38899262,Steven,,Oud-Noord,52.39055,4.9309,Entire home/apt,175,4,4,2023-09-09,0.59,1,0,4,0363 6DB3 2217 9A18 4B34
627585110864296196,Vacation home in Amsterdam · ★4.67 · 1 bedroom · 2 beds · 1 bath,340475366,Monika,,De Baarsjes - Oud-West,52.367264,4.87167,Entire home/apt,380,1,15,2023-10-22,0.80,1,100,9,0363 072E 29BE CA3B 1DB2
627891417402690059,Condo in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,4398501,Martin,,De Baarsjes - Oud-West,52.36039,4.85537,Entire home/apt,550,2,6,2023-07-17,0.32,1,365,5,0363 8D2D B751 F7CC 063E
628060702484575771,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,121207653,Jeroen,,De Pijp - Rivierenbuurt,52.353027,4.8916,Entire home/apt,275,7,16,2023-11-10,0.92,1,1,8,0363 39F9 4075 561D 14DF
628092685405760180,Condo in Amsterdam · ★4.83 · 1 bedroom · 1 bed · 1 bath,459364192,Andrea,,De Pijp - Rivierenbuurt,52.35288,4.88911,Entire home/apt,,1,6,2022-12-30,0.32,1,0,1,0363C54238B70BD819A0
628098840536423017,Condo in Amsterdam · 2 bedrooms · 2 beds · 1.5 baths,45218469,Emma,,De Baarsjes - Oud-West,52.3682,4.8539,Entire home/apt,250,3,2,2022-06-23,0.11,1,0,0,0363 BBA2 E19C 1228 DA13
628132667218227633,Condo in Amsterdam · ★4.84 · 1 bedroom · 1 bed · 1.5 baths,129032517,Itay,,De Pijp - Rivierenbuurt,52.356461,4.898642,Private room,163,3,55,2023-11-06,3.01,1,160,31,Exempt
628200783242741899,Guest suite in Amsterdam · ★4.88 · 1 bedroom · 1 bed · 1 bath,3241444,Thijs,,Westerpark,52.38607,4.87933,Entire home/apt,120,2,90,2023-11-27,4.83,1,348,64,0363 7AE5 8749 D05C F51D
628205795256250116,Condo in Amsterdam · ★5.0 · 1 bedroom · 2 beds · 1 bath,274272991,Tallulah Manuela,,De Pijp - Rivierenbuurt,52.35732,4.89875,Entire home/apt,400,1,6,2023-06-17,0.64,1,178,6,0363 36D3 C282 C998 F891
628212639477642807,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,59759074,Cas,,De Pijp - Rivierenbuurt,52.34221,4.90735,Entire home/apt,150,4,9,2023-09-05,0.48,1,6,5,0363 DC23 BBD6 59EF 5F66
628212984717066951,Condo in Amsterdam · 1 bedroom · 1 bed · 1 bath,49485203,Maud,,De Baarsjes - Oud-West,52.373688,4.862208,Entire home/apt,100,3,1,2022-05-29,0.05,1,196,0,0363 FE14 60F5 0D10 D9C5
628244722853942086,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,237391395,Frits,,De Aker - Nieuw Sloten,52.35097,4.81113,Entire home/apt,300,2,14,2022-10-30,0.74,1,0,0,0363 1EFB C600 CC2B 892F
628811916868464597,Condo in Amsterdam · ★4.76 · 2 bedrooms · 3 beds · 1 bath,46691672,Eva & Kobe,,Oud-Noord,52.39762,4.90433,Entire home/apt,260,3,49,2023-10-16,2.79,8,0,33,Exempt
628846330378666904,Loft in Amsterdam · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,457049780,Florine,,De Baarsjes - Oud-West,52.370567,4.860956,Private room,150,3,8,2022-08-23,0.43,2,194,0,0363 4313 21BB F6EC 3259
628982644579189682,Condo in Amsterdam · 2 bedrooms · 2 beds · 2 baths,101801347,Nickel,,Oud-Oost,52.353321,4.911398,Entire home/apt,234,2,2,2023-06-19,0.18,1,35,2,0363 BAD0 F46E 1D45 100B
628997901314583621,Rental unit in Amsterdam · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,47816268,Juul,,De Pijp - Rivierenbuurt,52.34798,4.88851,Entire home/apt,500,4,10,2023-06-23,0.55,1,160,3,0363 FBB4 BD14 C38F 522F
629329986469778119,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 2 baths,18184896,Marit,,De Baarsjes - Oud-West,52.36589,4.87765,Entire home/apt,349,2,11,2023-04-30,0.59,3,29,4,0363 2960 1010 4189 01D4
629488329829725670,Rental unit in Amsterdam · ★4.88 · Studio · 1 bed · 1 bath,46691672,Eva & Kobe,,Oud-Noord,52.39791,4.90472,Entire home/apt,153,3,40,2023-10-20,2.28,8,0,27,Exempt
629514341698704548,Rental unit in Amsterdam · ★4.88 · Studio · 1 bed · 1 bath,46691672,Eva & Kobe,,Oud-Noord,52.39798,4.90599,Entire home/apt,141,3,33,2023-10-09,1.88,8,0,14,Exempt
629680936477079405,Condo in Amsterdam · ★4.83 · 2 bedrooms · 2 beds · 1 bath,15084553,Dirk,,Noord-Oost,52.404633,4.941107,Entire home/apt,243,1,12,2023-09-17,0.64,1,18,6,0363 3390 23C2 F221 45A0
630102114392061014,Condo in Amsterdam · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,47445311,Laurien,,De Pijp - Rivierenbuurt,52.353683,4.892567,Entire home/apt,600,3,14,2023-09-04,0.76,1,102,8,0363 B380 3184 7BBB EBCE
630184605437817439,Rental unit in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,105563492,Floris,,Centrum-West,52.377075,4.889428,Entire home/apt,650,4,9,2023-08-14,0.55,1,331,7,0363 A35D 97F1 9F1A E05C
630287172096876520,Condo in Amsterdam · ★New · 1 bedroom · 1 bed · 1 bath,108833575,Cecilia,,Buitenveldert - Zuidas,52.331017,4.885427,Entire home/apt,160,4,0,,,1,47,0,0363 8D84 7D72 F0ED 2034
630800519680560015,Condo in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,16410802,Malou,,Centrum-Oost,52.37253,4.9221,Entire home/apt,460,1,28,2023-12-03,1.51,1,331,18,0363 931E 63D8 51F3 5A10
631013043588324705,Condo in Amsterdam · 2 bedrooms · 2 beds · 1 bath,48542729,Abel,,De Baarsjes - Oud-West,52.37196,4.858412,Entire home/apt,,1,1,2022-06-06,0.05,1,0,0,0363 3CFE 1855 1EBB CFF3
631040134372394899,Loft in Amsterdam · 1 bedroom · 1 bed · 1 bath,104389396,Wilson,,Centrum-Oost,52.35925,4.89528,Entire home/apt,300,3,0,,,1,39,0,0363 E5AC 2613 D125 F89D
631521216552263082,Condo in Amsterdam · ★5.0 · 1 bedroom · 2 beds · 1 bath,236195685,Daniel,,Oostelijk Havengebied - Indische Buurt,52.36366,4.94222,Entire home/apt,261,3,14,2022-11-19,0.75,1,314,0,0363 F1B7 16DB 5B28 DB62
631566135506016359,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,19282118,Tom,,Centrum-Oost,52.36108,4.895856,Entire home/apt,210,3,6,2023-08-29,0.32,1,0,4,0363 A5F1 56C2 3083 05D7
631777399633808800,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,74823222,Ayling,,Centrum-West,52.3781,4.8858,Entire home/apt,600,3,5,2023-04-20,0.32,1,254,2,0363 4BD3 2B7D 9A49 4179
631816856701456305,Condo in Amsterdam · 2 bedrooms · 3 beds · 1.5 baths,40146138,Hesse,,Watergraafsmeer,52.35435695199337,4.9296921891337835,Entire home/apt,207,7,2,2023-08-15,0.47,1,219,2,0363 C15B 6391 24B0 A816
631817231199250823,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,6054224,Swan,,Westerpark,52.38227,4.87094,Entire home/apt,200,3,5,2022-08-31,0.30,1,6,0,0363 599D 9F6F 2357 A55B
631858155416835277,Rental unit in Amsterdam · ★4.89 · 1 bedroom · 1 bed · 1 bath,5299475,Morgan,,Oostelijk Havengebied - Indische Buurt,52.3587,4.93885,Entire home/apt,240,4,9,2023-10-21,0.61,1,34,8,0363 A657 DE8E 939C 2FBC
632250481384780225,Rental unit in Amsterdam · 3 bedrooms · 1 bed · 1.5 baths,7942509,Olga,,De Pijp - Rivierenbuurt,52.34701,4.90175,Entire home/apt,,4,1,2022-06-19,0.06,3,0,0,0363 7E73 B38D F128 30E0
632282604861155322,Condo in Amsterdam · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,18184982,Madelon,,De Pijp - Rivierenbuurt,52.35699,4.88933,Entire home/apt,300,2,9,2023-08-08,0.51,1,130,5,03635362D9C04E5E0AAC
632528409759273128,Condo in Amsterdam · ★4.88 · 1 bedroom · 1 bed · 1 bath,50308833,Eva,,De Pijp - Rivierenbuurt,52.35764,4.89934,Entire home/apt,225,3,8,2023-08-26,0.43,1,82,5,0363 FB75 8B13 1457 FE80
632596652995360913,Condo in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,65201088,Lopa,,Westerpark,52.39218,4.87173,Entire home/apt,195,30,6,2022-08-28,0.36,1,0,0,0363 9B0B 4926 8E1E A041
632640115845145187,Rental unit in Amsterdam · ★4.70 · 1 bedroom · 1 bed · 1 bath,7778299,Chris,,Centrum-Oost,52.36138,4.8869,Entire home/apt,550,1,30,2023-08-13,1.60,1,57,8,0363 6089 2C54 B99A 3C40
633247292403798254,Condo in Amsterdam · ★4.29 · 2 bedrooms · 2 beds · 1 bath,314641727,Gerard,,Gaasperdam - Driemond,52.30662,4.97384,Entire home/apt,200,6,7,2023-06-04,0.41,1,358,4,0363 0B88 D9BD 607B 605A
633278534286413952,Condo in Amsterdam · ★4.56 · 1 bedroom · 1 bed · 1 bath,3565731,Leonie,,Centrum-Oost,52.36684,4.92369,Entire home/apt,200,3,9,2023-09-24,0.51,1,121,5,0363 4132 B967 679D E1C8
633354846526546363,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,66882400,Doortje,,De Pijp - Rivierenbuurt,52.3568,4.90213,Entire home/apt,325,2,9,2023-12-03,0.51,1,15,3,0363 8C20 07B2 6295 6164
633667776128856310,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,57625783,Andreas,,De Baarsjes - Oud-West,52.36687,4.86387,Entire home/apt,135,14,0,,,1,23,0,0363 CCAF 3612 0C53 62F0
633796315749177482,Condo in Amsterdam · ★4.80 · 2 bedrooms · 2 beds · 1.5 baths,138268886,Annelieke,,Centrum-Oost,52.36959,4.92423,Entire home/apt,230,5,5,2023-08-20,0.31,1,17,3,0363 341A E481 4A26 2340
633832803967641553,Townhouse in Amsterdam · ★4.0 · 4 bedrooms · 7 beds · 1.5 baths,36151239,Cecile,,De Pijp - Rivierenbuurt,52.34284,4.90037,Entire home/apt,550,2,3,2023-11-18,0.85,1,180,3,0363 B3AF 6425 B1DA C2FB
633897525764451161,Rental unit in Amsterdam · ★4.25 · 1 bedroom · 1 bed · 1 bath,460700360,Elias,,Slotervaart,52.36048,4.84079,Entire home/apt,102,7,8,2023-11-14,0.52,5,299,4,0363 CCF2 9D8A 9B3E F830
633913568632069213,Townhouse in Amsterdam · ★4.83 · 2 bedrooms · 2 beds · 1 bath,401798659,Jade,,Zuid,52.35284,4.848208,Entire home/apt,230,2,6,2023-07-23,0.35,1,1,3,0363 040A BDF3 A8AD 507A
633973806923127037,Condo in Amsterdam · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,459185493,Carine,,De Baarsjes - Oud-West,52.36154,4.87439,Entire home/apt,350,3,7,2023-08-29,0.38,1,0,2,0363 F5D9 082C 61E8 4509
633981715600855011,Condo in Amsterdam · ★5.0 · 2 bedrooms · 3 beds · 1 bath,5748724,Nathalie,,De Pijp - Rivierenbuurt,52.34735,4.90965,Entire home/apt,255,2,14,2023-05-04,0.85,1,0,6,0363 7E07 2780 02C2 BD44
633992329859944866,Condo in Amsterdam · 2 bedrooms · 3 beds · 1 bath,18857065,Anne- Marijn,,Watergraafsmeer,52.3518,4.94658,Entire home/apt,150,3,1,2022-10-29,0.07,1,13,0,0363 B2FF 19AD EEE8 D871
634453552898272361,Condo in Amsterdam · ★5.0 · 2 bedrooms · 1 bed · 1.5 baths,121447753,Bob,,De Pijp - Rivierenbuurt,52.347,4.90665,Entire home/apt,275,5,4,2023-09-29,0.27,1,269,2,03631DAE9B4865A5F77F
634500302530763250,Rental unit in Amsterdam · ★4.67 · 1 bedroom · 1 bed · 1 bath,8880486,Özlem,,Noord-West,52.40665,4.91826,Entire home/apt,189,2,9,2023-08-20,0.49,1,299,4,0363 3F89 7B99 9A6A 77D3
634658970983492753,Rental unit in Amsterdam · ★4.64 · 2 bedrooms · 2 beds · 1 bath,4248038,Anna,,De Baarsjes - Oud-West,52.3608963,4.8627746,Entire home/apt,295,2,11,2023-10-16,0.72,3,12,8,0363 6D7C 2C7F F0C8 A97E
635119474137285065,Condo in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,12857571,Taher,,Bos en Lommer,52.38177207158016,4.8400183580290035,Entire home/apt,249,2,3,2023-11-12,0.40,1,16,3,0363 2DAB 2D62 A8AD 6E7C
635218170897743404,Rental unit in Amsterdam · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,396303430,Stephanie,,Bos en Lommer,52.37286,4.84702,Entire home/apt,150,3,6,2023-04-09,0.40,1,88,3,0363 DD3F BADB 1470 6036
635223879740561735,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,12513213,Joris,,Centrum-Oost,52.36528,4.91179,Entire home/apt,190,4,14,2023-07-01,0.77,1,208,6,0363 07E4 31C1 5A17 E77D
635296155709814662,Condo in Amsterdam · ★5.0 · 3 bedrooms · 3 beds · 3.5 baths,9555971,Jan,,Zuid,52.35749,4.85014,Entire home/apt,399,4,3,2023-10-29,0.75,1,47,3,0363 3A44 BC34 2261 6FAB
635413199725713899,Condo in Amsterdam · ★4.67 · 1 bedroom · 1 bed · 1 bath,2565378,Roel,,De Baarsjes - Oud-West,52.36201,4.85366,Entire home/apt,150,1,9,2023-08-15,0.53,1,30,3,0363 D967 3DEE 4B5D BC37
635830657300751384,Condo in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,112722318,Pedro,,De Baarsjes - Oud-West,52.36167166134753,4.851071676853939,Entire home/apt,400,5,5,2023-07-29,0.68,1,0,5,0363 4680 375F 9AE4 8905
635841870890109142,Houseboat in Amsterdam · 3 bedrooms · 4 beds · 2 baths,94787319,Linda,,Watergraafsmeer,52.33885,4.91288,Entire home/apt,664,2,1,2023-07-30,0.22,1,33,1,0363 61ED 024F C9C3 14E1
635933194690460544,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,102392797,Saskia,,Zuid,52.34662,4.8657,Entire home/apt,217,2,16,2023-10-08,0.89,1,28,8,0363 F8EC 620B FC1F 5615
635970705895891795,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,53568111,Noortje,,De Baarsjes - Oud-West,52.367195,4.873289,Entire home/apt,250,2,4,2023-10-13,0.27,1,151,3,0363 66BC 49E6 E23E 88E4
636044704413227178,Condo in Amsterdam · ★5.0 · 4 bedrooms · 3 beds · 2 baths,461203473,Laura,,De Baarsjes - Oud-West,52.364014,4.875431,Entire home/apt,750,4,6,2023-10-14,0.36,1,78,4,0363 E01B 1CFB EE65 DD3C
636170500831766164,Condo in Amsterdam · ★5.0 · 3 bedrooms · 2 beds · 1 bath,5781246,Maxim,,De Pijp - Rivierenbuurt,52.340794,4.90883,Entire home/apt,,3,4,2022-11-13,0.23,1,0,0,0363 B6FB 3CE0 04DF 6268
636633506696617255,Condo in Amsterdam · ★4.36 · 3 bedrooms · 2 beds · 1 bath,38421902,Jenny And IJsbrand,,Watergraafsmeer,52.353912,4.931105,Entire home/apt,463,3,11,2023-10-22,0.62,1,0,4,0363 BD28 455D D34E 4DB6
636699563228584908,Condo in Amsterdam · ★5.0 · 3 bedrooms · 4 beds · 1 bath,47081811,Karin,,Zuid,52.3522254,4.8619324,Entire home/apt,300,2,14,2023-08-24,0.79,1,0,6,0363 F012 DEC1 9D3D F8D7
636705051253407371,Loft in Amsterdam · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,230276731,Matthew,,Centrum-West,52.37561,4.89888,Entire home/apt,324,4,14,2023-10-19,0.78,1,88,7,0363 006A 72C1 7CE0 E181
636752144003140378,Loft in Amsterdam · ★4.94 · 2 bedrooms · 2 beds · 3 baths,128192405,Flo,,Centrum-Oost,52.368298,4.906173,Entire home/apt,850,2,16,2023-09-17,0.85,1,0,6,0363 0D3D 5F67 9350 7DDE
637434837344309279,Rental unit in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,6157494,Laura,,Zuid,52.35145,4.86245,Entire home/apt,220,5,9,2023-10-19,0.53,1,5,5,0363 E762 2445 35AF 13B1
637469981849567008,Houseboat in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,180008249,Timo,,Centrum-Oost,52.36628,4.89991,Entire home/apt,300,1,16,2023-11-12,0.86,1,17,7,0363 973C 2DCA BD04 F8A2
637512874278630453,Condo in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 2 baths,83937064,Nadine,,Centrum-West,52.36629,4.88532,Entire home/apt,511,3,20,2023-10-29,1.09,1,23,13,0363 C35A AE72 5E9B 2119
637673199251857238,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,29934639,Femme Jasmijn,,De Baarsjes - Oud-West,52.36985,4.8609,Entire home/apt,285,3,11,2023-10-11,0.67,1,356,7,0363 6356 C8CA 0279 7B63
638072644058120881,Rental unit in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,448368781,Franklyn,,Centrum-Oost,52.36117,4.90925,Entire home/apt,225,7,9,2023-08-21,0.67,5,8,8,0363 B765 EFF5 28D1 1638
638234848994365972,Condo in Amsterdam · ★4.85 · 3 bedrooms · 3 beds · 1.5 baths,53805737,Mark,,Zuid,52.35263,4.84752,Entire home/apt,389,2,12,2023-10-23,0.71,1,0,4,0363 8CC1 ADBC D2CB 9930
638891482891413528,Condo in Amsterdam · ★4.90 · 1 bedroom · 1 bed · 1.5 baths,60130328,Flip,,Westerpark,52.3771962,4.8732163,Entire home/apt,250,3,9,2023-10-22,0.56,1,0,3,0363 CB78 6317 2E7B ACC0
638924385323624315,Condo in Amsterdam · ★4.83 · 1 bedroom · 1 bed · 1 private bath,9550824,Ashley,,Westerpark,52.38368,4.87232,Private room,140,2,48,2023-12-03,2.61,1,0,32,0363 63B9 AF13 66A5 781C
638951724405126370,Rental unit in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 2 baths,26757631,Sophie,,Westerpark,52.380568571100035,4.873788269243791,Entire home/apt,600,3,10,2023-09-24,0.99,1,342,10,0363 59B6 AF85 DEF8 E59A
639087957745163371,Condo in Amsterdam · 1 bedroom · 3 beds · 1.5 baths,291545715,Edvina,,Zuid,52.34313,4.86215,Entire home/apt,300,3,0,,,1,0,0,0363 DACD FF01 72E9 7018
639142942062674638,Condo in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1 bath,269066421,Robin,,Westerpark,52.384457,4.878716,Entire home/apt,179,1,10,2023-10-22,0.78,1,36,9,0363 939E 800F 9407 498F
639477192187627436,Loft in Amsterdam · ★4.82 · 2 bedrooms · 2 beds · 1 bath,95179496,Karel,,Westerpark,52.38875,4.88148,Entire home/apt,500,2,11,2023-07-22,0.65,1,142,4,0363 712B CFDB 9001 941F
639667369450249097,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1.5 shared baths,1177084,Philip,,Zuid,52.35046,4.85822,Private room,120,2,2,2022-09-04,0.11,2,0,0,0363 107E 3DE4 F086 A3E8
639892362181621348,Condo in Amsterdam · ★4.56 · 2 bedrooms · 2 beds · 1 bath,25671806,Maarten,,Oostelijk Havengebied - Indische Buurt,52.3590276,4.9348355,Entire home/apt,250,2,18,2023-08-22,1.00,1,9,9,0363 B6AA FD32 8838 1560
639913635408246201,Condo in Amsterdam · ★5.0 · 2 bedrooms · 4 beds · 1 bath,82291525,Sywert,,Osdorp,52.35738,4.79793,Entire home/apt,300,3,6,2023-07-20,0.33,1,40,1,0363 254F D68E 4961 8776
640166611668844179,Condo in Amsterdam · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,234327127,Mats,,Centrum-Oost,52.3711821,4.911608999999999,Entire home/apt,285,2,11,2023-11-19,0.62,1,24,5,0363 4875 3A5B C2C8 13FB
640487028594442756,Loft in Amsterdam · ★4.30 · 1 bedroom · 1 bed · 1 bath,293680014,Richard,,Centrum-West,52.37494470000001,4.8770938,Entire home/apt,500,1,10,2022-11-07,0.70,1,0,0,0363 5E19 114F 8653 5923
640582948797008005,Condo in Amsterdam · 1 bedroom · 1 bed · 1 bath,15131983,Marlou,,De Baarsjes - Oud-West,52.3624,4.85996,Entire home/apt,130,5,0,,,1,334,0,0363 D372 3DF0 9DE4 8C45
640948397260928654,Guest suite in Amsterdam · ★4.61 · 1 bedroom · 1 bed · 1 private bath,462327192,Daniel,,Centrum-West,52.36717,4.88184,Private room,75,2,56,2023-11-24,3.17,2,341,35,0363 466B BB77 062E 9C44
640979169940307267,Guest suite in Amsterdam · ★4.50 · 1 bedroom · 1 bed · 1 private bath,462327192,Daniel,,Centrum-West,52.3665,4.88182,Private room,75,2,64,2023-11-27,3.64,2,331,42,0363 466B BB77 062E 9C44
641070931390173206,Condo in Amsterdam · ★5.0 · 3 bedrooms · 3 beds · 1 bath,24437543,Madelon,,De Baarsjes - Oud-West,52.36248807711078,4.866484701633453,Entire home/apt,149,6,3,2022-08-23,0.18,1,14,0,0363 9EEE 445F B6CE 6143
641118657154381741,Rental unit in Amsterdam · ★4.08 · 2 bedrooms · 2 beds · 1 bath,462359779,Donna,,Westerpark,52.38358,4.87275,Entire home/apt,180,2,12,2023-08-02,0.68,1,0,3,0363 F8CE CF00 131F 5FE5
641161606851273760,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,102772074,Rens,,Centrum-West,52.37178,4.89606,Entire home/apt,275,2,8,2023-01-29,0.46,1,314,2,0363 D250 9FEF 072D 14F9
641193909139000503,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,58027511,Marloes,,Oostelijk Havengebied - Indische Buurt,52.36553,4.9374,Entire home/apt,198,2,10,2023-09-17,0.58,1,338,5,0363 9CA5 B5E1 3F79 DE3F
642441145974059562,Condo in Amsterdam · 1 bedroom · 2 beds · 1.5 baths,9242220,Miguel,,De Baarsjes - Oud-West,52.36526,4.85492,Entire home/apt,260,7,0,,,1,178,0,0363 CCD0 8F3D B53A C4FE
642498734995029348,Rental unit in Amsterdam · 1 bedroom · 1 bed · 1 bath,420998790,Cem,,De Baarsjes - Oud-West,52.3621516,4.862007999999999,Entire home/apt,220,5,2,2023-04-18,0.24,1,364,2,0363 B900 0C5C C2FE 5E4C
642723101979535783,Condo in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,15679848,Martin,,Westerpark,52.38916,4.881,Entire home/apt,740,7,4,2023-04-30,0.23,1,64,1,0363 4C37 4EF1 BEB6 48BE
643146865148884150,Townhouse in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,143521261,Lodewyk,,Westerpark,52.39085,4.87557,Entire home/apt,520,1,8,2023-05-26,0.58,1,0,7,0363 2BF1 208B 2575 185D
643186470882450169,Condo in Amsterdam · ★4.70 · 2 bedrooms · 3 beds · 1.5 baths,16251842,Claudiu,,Centrum-Oost,52.3622,4.90965,Entire home/apt,300,4,10,2023-08-08,0.58,1,114,5,0363 8D50 F057 7EE4 ECB4
643233875425407717,Villa in Amsterdam · 4 bedrooms · 4 beds · 2.5 baths,155274317,Titia,,Noord-West,52.41733,4.89704,Entire home/apt,400,5,2,2023-08-13,0.26,1,167,2,0363 4DB4 37DA B92E 82DA
643315499225242586,Boat in Amsterdam · 17 bedrooms · 30 beds · 17 baths,18081564,Steven,,Oud-Noord,52.39993,4.89157,Entire home/apt,2602,1,0,,,2,358,0,Exempt
643321209622848033,Condo in Amsterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,28040463,Guus,,Slotervaart,52.353945662635034,4.831089936196804,Entire home/apt,199,1,10,2023-05-27,0.55,1,363,2,0363 4651 E331 9011 D8DE
643339204217552012,Home in Amsterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,3745762,Pieter,,Centrum-West,52.37646,4.89434,Entire home/apt,350,5,10,2023-10-24,0.62,1,23,7,0363 5955 56AE 132F 55A9
